City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Hasaki,JP,2020-04-18 05-48:21,35.73,140.83,60.01,100,75,25.28
274,Hofn,IS,2020-04-18 05-48:21,64.25,-15.21,42.53,81,100,9.89
275,Barra,BR,2020-04-18 05-48:22,-11.09,-43.14,74.89,71,57,2.73
276,Plettenberg Bay,ZA,2020-04-18 05-46:04,-34.05,23.37,61.66,73,92,3.94
277,Iwanai,JP,2020-04-18 05-48:23,42.97,140.51,53.56,58,93,8.28
278,Sechura,PE,2020-04-18 05-48:23,-5.56,-80.82,72.45,81,30,8.88
279,Warrington,GB,2020-04-18 05-48:24,53.39,-2.58,45.0,86,98,6.93
280,Paamiut,GL,2020-04-18 05-48:24,61.99,-49.67,25.56,93,100,8.23
281,Okhotsk,RU,2020-04-18 05-48:25,59.38,143.3,23.67,90,97,6.02
282,Isiro,CD,2020-04-18 05-48:25,2.77,27.62,68.92,79,100,3.15
283,Ingham,US,2020-04-18 05-48:26,42.6,-84.38,32.0,95,1,4.7
284,Goderich,CA,2020-04-18 05-48:26,43.75,-81.72,34.0,87,89,6.71
285,Vestmannaeyjar,IS,2020-04-18 05-48:27,63.44,-20.27,44.85,90,100,31.85
286,Banepa,NP,2020-04-18 05-43:46,27.63,85.52,75.2,53,20,3.36
287,Dwarka,IN,2020-04-18 05-48:28,22.24,68.97,80.98,75,0,15.48
288,Vidim,RU,2020-04-18 05-48:28,56.41,103.11,38.48,53,65,10.47
289,Avera,US,2020-04-18 05-48:29,33.19,-82.53,60.8,100,1,4.7
290,Athabasca,CA,2020-04-18 05-46:23,54.72,-113.29,32.65,75,84,11.32
291,Nanakuli,US,2020-04-18 05-48:30,21.39,-158.15,77.0,61,20,6.93
292,Tornio,FI,2020-04-18 05-48:30,65.85,24.15,33.8,59,75,16.11
293,Pueblo,US,2020-04-18 05-45:45,38.25,-104.61,41.0,47,1,8.05
294,Caluquembe,AO,2020-04-18 05-48:31,-13.78,14.68,58.75,60,22,3.38
295,Pangnirtung,CA,2020-04-18 05-48:31,66.15,-65.71,0.05,88,100,1.86
296,Suhbaatar,MN,2020-04-18 05-48:32,50.23,106.21,48.47,39,63,12.28
297,Rio Grande,BR,2020-04-18 05-48:32,-32.03,-52.1,52.0,98,0,7.34
298,Buala,SB,2020-04-18 05-48:33,-8.14,159.59,82.98,75,97,2.93
299,Labrea,BR,2020-04-18 05-48:34,-7.26,-64.8,72.46,96,56,2.44
300,Nyimba,ZM,2020-04-18 05-48:34,-14.56,30.81,73.67,58,13,8.93
301,Luanda,AO,2020-04-18 05-48:35,-8.84,13.23,75.2,88,75,4.7
302,Alyangula,AU,2020-04-18 05-48:35,-13.85,136.42,89.6,62,40,10.29
303,Tsiroanomandidy,MG,2020-04-18 05-48:35,-18.77,46.03,71.51,49,4,5.64
304,Itaituba,BR,2020-04-18 05-48:36,-4.28,-55.98,72.84,96,93,2.48
305,Saint George,US,2020-04-18 05-45:13,37.1,-113.58,57.99,67,75,11.41
306,Maragogi,BR,2020-04-18 05-48:37,-9.01,-35.22,78.71,81,66,0.83
307,Farmington,US,2020-04-18 05-48:37,36.73,-108.22,48.0,31,1,6.93
308,Isilkul,RU,2020-04-18 05-48:38,54.91,71.27,63.95,29,95,18.9
309,Xam Nua,LA,2020-04-18 05-48:38,20.42,104.04,87.93,26,97,6.67
310,Presidencia Roque Saenz Pena,AR,2020-04-18 05-48:39,-26.79,-60.44,55.04,62,0,3.15
311,Coquimbo,CL,2020-04-18 05-48:39,-29.95,-71.34,57.2,93,0,2.24
312,Arica,CL,2020-04-18 05-48:40,-18.48,-70.3,68.0,77,90,2.51
313,Severo-Yeniseyskiy,RU,2020-04-18 05-48:40,60.37,93.04,42.6,60,87,1.92
314,Tutoia,BR,2020-04-18 05-48:40,-2.76,-42.27,76.82,86,100,0.81
315,Floro,NO,2020-04-18 05-48:41,61.6,5.03,42.01,74,5,3.36
316,Cherskiy,RU,2020-04-18 05-48:41,68.75,161.3,9.43,92,42,11.41
317,Dunedin,NZ,2020-04-18 05-48:42,-45.87,170.5,54.0,92,70,1.01
318,Bima,ID,2020-04-18 05-48:42,-8.47,118.72,88.95,61,43,3.42
319,Baja,HU,2020-04-18 05-48:43,46.17,18.96,57.2,50,18,3.36
320,Ayni,TJ,2020-04-18 05-48:43,39.39,68.54,53.33,22,1,1.88
321,Sitka,US,2020-04-18 05-48:44,57.05,-135.33,46.4,87,40,5.82
322,Sisimiut,GL,2020-04-18 05-48:44,66.94,-53.67,22.86,95,99,10.74
323,Ushtobe,KZ,2020-04-18 05-48:45,45.25,77.98,66.97,26,9,10.11
324,Dhidhdhoo,MV,2020-04-18 05-48:45,6.88,73.1,86.54,70,99,11.65
325,Deputatskiy,RU,2020-04-18 05-48:46,69.3,139.9,-0.49,83,5,2.68
326,Isangel,VU,2020-04-18 05-48:47,-19.55,169.27,79.25,81,100,9.69
327,Mount Isa,AU,2020-04-18 05-48:47,-20.73,139.5,96.8,15,17,6.93
328,Hirara,JP,2020-04-18 05-48:48,24.8,125.28,80.6,69,75,16.11
329,Faanui,PF,2020-04-18 05-48:48,-16.48,-151.75,82.89,68,100,5.26
330,Fort Morgan,US,2020-04-18 05-48:49,40.25,-103.8,37.0,40,1,5.82
331,Hailar,CN,2020-04-18 05-48:49,49.2,119.7,62.37,21,100,16.58
332,Katsuura,JP,2020-04-18 05-48:50,35.13,140.3,64.4,88,75,18.34
333,Koslan,RU,2020-04-18 05-48:50,63.46,48.9,34.81,91,100,4.88
334,Wausau,US,2020-04-18 05-48:51,44.96,-89.63,33.8,55,1,7.34
335,Adrar,MR,2020-04-18 05-48:51,20.5,-10.07,80.94,27,86,7.29
336,Male,MV,2020-04-18 05-48:52,4.17,73.51,85.69,72,80,10.4
337,Bani Walid,LY,2020-04-18 05-48:52,31.76,13.99,61.99,58,6,4.7
338,Yilan,TW,2020-04-18 05-48:53,24.76,121.75,81.0,68,100,5.48
339,Quesnel,CA,2020-04-18 05-48:54,53.0,-122.5,41.0,93,20,2.24
340,Gilgit,PK,2020-04-18 05-44:09,35.92,74.31,55.08,34,100,2.86
341,Laibin,CN,2020-04-18 05-48:55,23.7,109.27,81.12,67,99,13.76
342,Sisian,AM,2020-04-18 05-48:56,39.53,46.03,59.0,54,1,4.7
343,Panama City,PA,2020-04-18 05-48:56,8.99,-79.52,78.01,70,0,1.99
344,Havre,FR,2020-04-18 05-48:57,49.58,0.33,51.8,93,90,9.17
345,Sakaraha,MG,2020-04-18 05-48:57,-22.9,44.53,77.81,43,0,3.38
346,Flin Flon,CA,2020-04-18 05-48:58,54.77,-101.86,31.46,88,96,10.51
347,Tokmak,UA,2020-04-18 05-44:56,47.25,35.71,55.63,44,47,3.69
348,Olafsvik,IS,2020-04-18 05-49:00,64.89,-23.71,43.0,88,100,27.18
349,Kuching,MY,2020-04-18 05-49:00,1.55,110.33,78.8,83,40,3.36
350,Voyvozh,RU,2020-04-18 05-49:01,62.89,54.96,38.07,79,95,5.01
351,Panaba,MX,2020-04-18 05-49:01,21.28,-88.27,74.88,91,0,8.68
352,Axim,GH,2020-04-18 05-49:02,4.87,-2.24,80.76,86,99,10.69
353,Alegrete,BR,2020-04-18 05-49:03,-29.78,-55.79,56.16,86,0,9.17
354,Kahului,US,2020-04-18 05-49:03,20.89,-156.47,73.4,73,40,14.99
355,Sale,MA,2020-04-18 05-49:04,34.04,-6.82,61.0,100,20,4.18
356,Rudbar,AF,2020-04-18 05-49:04,30.15,62.6,76.46,22,0,4.52
357,Rinconada,MX,2020-04-18 05-49:05,19.35,-96.52,78.01,100,100,3.13
358,Ponta Do Sol,PT,2020-04-18 05-49:05,32.67,-17.1,55.99,66,11,1.01
359,Araouane,ML,2020-04-18 05-49:06,18.9,-3.53,81.34,23,6,4.83
360,Nara,JP,2020-04-18 05-49:06,34.69,135.8,62.01,67,75,18.34
361,Denpasar,ID,2020-04-18 05-49:07,-8.65,115.22,87.8,79,20,10.29
362,Siderno,IT,2020-04-18 05-49:07,38.28,16.3,60.01,79,23,0.94
363,Nkhotakota,MW,2020-04-18 05-49:08,-12.93,34.3,75.97,65,22,11.27
364,Ixtapa,MX,2020-04-18 05-49:08,20.7,-105.2,71.6,88,5,3.33
365,Mopti,ML,2020-04-18 05-49:09,14.67,-4.0,83.35,13,62,7.0
366,Matay,EG,2020-04-18 05-49:09,28.42,30.78,66.25,53,5,14.7
367,Negara,ID,2020-04-18 05-49:10,-8.32,114.6,84.83,72,61,3.24
368,San Carlos De Bariloche,AR,2020-04-18 05-47:06,-41.15,-71.31,57.2,87,75,5.82
369,Ust-Tsilma,RU,2020-04-18 05-49:11,65.44,52.15,37.69,85,100,6.2
370,Inverness,GB,2020-04-18 05-49:11,57.48,-4.22,34.0,92,1,1.83
371,Barao De Melgaco,BR,2020-04-18 05-49:12,-16.19,-55.97,73.4,60,47,3.36
372,Santa Maria,BR,2020-04-18 05-44:36,-29.68,-53.81,55.62,91,4,3.65
373,Benton Harbor,US,2020-04-18 05-49:13,42.12,-86.45,37.0,86,1,10.51
374,Druzhba,UA,2020-04-18 05-49:14,52.04,33.95,38.71,68,3,14.07
375,Issa,RU,2020-04-18 05-49:14,53.87,44.86,41.07,63,60,13.94
376,Dehri,IN,2020-04-18 05-49:15,24.87,84.18,106.23,11,0,9.24
377,Gornopravdinsk,RU,2020-04-18 05-49:16,60.05,69.9,52.25,64,95,11.54
378,Cracow,US,2020-04-18 05-49:17,43.74,-82.82,32.0,100,1,4.7
379,Cayenne,GF,2020-04-18 05-49:17,4.93,-52.33,75.2,100,90,5.08
380,Tres Lagoas,BR,2020-04-18 05-49:18,-20.75,-51.68,61.56,79,43,5.08
381,Moron,AR,2020-04-18 05-49:18,-34.65,-58.62,62.01,98,0,6.87
382,Port Lincoln,AU,2020-04-18 05-49:19,-34.73,135.87,64.98,60,54,12.41
383,Atar,MR,2020-04-18 05-45:37,20.52,-13.05,64.78,46,2,8.84
384,Champerico,GT,2020-04-18 05-49:20,14.3,-91.92,82.92,71,22,3.42
385,Nanzhou,CN,2020-04-18 05-49:20,29.36,112.4,57.47,89,100,10.13
386,Geraldton,AU,2020-04-18 05-49:21,-28.77,114.6,82.4,48,70,10.29
387,Energeticheskiy,KZ,2020-04-18 05-49:21,43.43,77.02,66.2,39,0,6.71
388,Farafangana,MG,2020-04-18 05-49:22,-22.82,47.83,77.04,75,38,3.98
389,Baruun-Urt,MN,2020-04-18 05-49:22,46.68,113.28,63.18,17,100,25.75
390,Ondangwa,NA,2020-04-18 05-49:23,-17.92,15.95,69.8,88,1,2.24
391,Mayor Pablo Lagerenza,PY,2020-04-18 05-49:23,-19.93,-60.77,60.42,52,7,3.69
392,Vao,NC,2020-04-18 05-49:24,-22.67,167.48,75.18,67,37,11.07
393,Saint-Francois,FR,2020-04-18 05-49:24,46.42,3.91,50.0,93,95,5.82
394,Nevyansk,RU,2020-04-18 05-49:25,57.5,60.21,44.65,61,94,12.95
395,Ruwi,OM,2020-04-18 05-49:25,23.6,58.55,82.4,61,0,2.24
396,Cidreira,BR,2020-04-18 05-49:26,-30.18,-50.21,63.66,88,15,1.19
397,Bilma,NE,2020-04-18 05-49:26,18.69,12.92,83.01,12,0,8.46
398,Yangjiang,CN,2020-04-18 05-49:27,21.85,111.97,81.0,65,100,7.16
399,Kulhudhuffushi,MV,2020-04-18 05-49:27,6.62,73.07,86.58,70,96,12.19
400,Lazaro Cardenas,MX,2020-04-18 05-49:28,17.96,-102.2,73.96,73,58,1.54
401,Sembe,CG,2020-04-18 05-49:28,1.65,14.58,73.2,80,99,4.18
402,Balapur,IN,2020-04-18 05-49:29,20.67,76.77,103.91,12,28,9.48
403,Atikokan,CA,2020-04-18 05-49:29,48.76,-91.62,33.96,70,53,10.63
404,Sabang,ID,2020-04-18 05-49:30,5.89,95.32,84.31,67,80,3.8
405,Asau,RO,2020-04-18 05-49:30,46.43,26.4,52.0,53,99,6.93
406,Touros,BR,2020-04-18 05-49:31,-5.2,-35.46,75.2,100,20,4.09
407,Joinville,BR,2020-04-18 05-44:36,-26.3,-48.85,62.01,82,64,3.51
408,Lakes Entrance,AU,2020-04-18 05-49:32,-37.88,147.98,64.0,57,91,8.99
409,Nanyuki,KE,2020-04-18 05-49:32,0.02,37.07,66.81,46,100,5.99
410,Tiruchchendur,IN,2020-04-18 05-49:33,8.48,78.12,89.33,56,93,7.54
411,Price,US,2020-04-18 05-49:34,39.6,-110.81,44.01,33,1,8.05
412,Verkhnevilyuysk,RU,2020-04-18 05-49:34,63.45,120.32,18.63,86,99,6.82
413,Baghdad,IQ,2020-04-18 05-48:55,33.34,44.4,73.4,40,94,11.41
414,Lumeje,AO,2020-04-18 05-49:35,-11.55,20.78,68.67,63,89,5.28
415,Noyabrsk,RU,2020-04-18 05-49:35,63.2,75.45,46.24,79,100,23.73
416,Guaraniacu,BR,2020-04-18 05-49:36,-25.1,-52.88,51.58,64,46,2.59
417,Smithers,CA,2020-04-18 05-49:36,54.78,-127.17,41.0,80,1,3.36
418,Rudnyy,KZ,2020-04-18 05-49:37,52.96,63.12,53.6,66,56,20.13
419,Marystown,CA,2020-04-18 05-49:37,47.17,-55.15,30.7,91,46,13.27
420,Puerto Suarez,BO,2020-04-18 05-49:38,-18.95,-57.8,60.31,65,16,3.11
421,Borogontsy,RU,2020-04-18 05-49:38,62.67,131.17,18.28,82,54,7.63
422,Vestmanna,FO,2020-04-18 05-49:39,62.16,-7.17,39.2,93,0,5.82
423,Hearst,CA,2020-04-18 05-49:39,49.68,-83.67,22.26,94,33,9.42
424,Canaries,ES,2020-04-18 05-49:40,28.0,-15.5,66.2,68,75,3.36
425,Alanya,TR,2020-04-18 05-46:27,36.54,32.0,69.64,46,1,3.36
426,Bairiki,KI,2020-04-18 05-49:41,1.33,172.98,84.2,79,20,8.05
427,Klaksvik,FO,2020-04-18 05-49:41,62.23,-6.59,39.2,93,0,5.82
428,Banjar,ID,2020-04-18 05-49:41,-8.19,114.97,87.8,79,20,10.29
429,Djambala,CG,2020-04-18 05-49:42,-2.54,14.75,69.39,76,87,5.32
430,Shalyhyne,UA,2020-04-18 05-49:42,51.57,34.12,39.79,66,5,13.91
431,Sakakah,SA,2020-04-18 05-49:43,29.97,40.21,68.0,40,10,14.99
432,Bowen,AU,2020-04-18 05-49:43,-20.02,148.23,82.99,83,75,18.34
433,Matamoros,MX,2020-04-18 05-49:44,25.53,-103.25,75.0,20,47,1.63
434,Kavieng,PG,2020-04-18 05-49:44,-2.57,150.8,83.95,70,76,6.4
435,Willowmore,ZA,2020-04-18 05-49:45,-33.29,23.49,52.79,66,84,8.97
436,Tomatlan,MX,2020-04-18 05-49:46,19.93,-105.25,71.71,56,45,4.72
437,Oktyabrskiy,RU,2020-04-18 05-49:46,54.48,53.47,42.33,62,87,16.37
438,Sarkand,KZ,2020-04-18 05-49:47,45.41,79.92,61.74,29,57,7.65
439,Xuddur,SO,2020-04-18 05-49:48,4.12,43.89,82.78,56,30,15.05
440,Tahe,CN,2020-04-18 05-49:48,52.33,124.73,43.99,39,90,8.72
441,Nemuro,JP,2020-04-18 05-49:49,43.32,145.57,57.2,33,20,16.11
442,Dodge City,US,2020-04-18 05-45:03,37.75,-100.02,41.0,64,1,10.29
443,Encheng,CN,2020-04-18 05-49:50,22.18,112.3,81.0,65,97,8.77
444,Charters Towers,AU,2020-04-18 05-49:50,-20.1,146.27,83.52,51,69,3.91
445,Seidu,SL,2020-04-18 05-49:51,9.02,-10.6,71.15,79,99,3.67
446,Pontecorvo,IT,2020-04-18 05-49:51,41.46,13.67,55.99,88,64,3.0
447,Linxia,CN,2020-04-18 05-49:52,35.6,103.21,63.09,23,19,7.92
448,Todos Santos,MX,2020-04-18 05-49:52,23.45,-110.22,64.99,79,4,1.99
449,Oussouye,SN,2020-04-18 05-49:53,12.48,-16.55,70.39,60,0,14.54
450,Ayan,RU,2020-04-18 05-49:54,56.45,138.17,24.62,80,89,13.78
451,Ahuimanu,US,2020-04-18 05-49:54,21.44,-157.84,78.8,57,40,5.82
452,Nishihara,JP,2020-04-18 05-49:55,26.18,127.76,80.6,57,40,10.29
453,Jiuquan,CN,2020-04-18 05-49:56,39.74,98.52,61.63,17,23,6.15
454,Semirom,IR,2020-04-18 05-47:00,31.42,51.57,48.63,22,25,5.28
455,Egvekinot,RU,2020-04-18 05-49:57,66.32,-179.17,10.13,89,97,18.14
456,Wanning,CN,2020-04-18 05-49:58,18.8,110.4,79.54,82,99,7.56
457,Zhigansk,RU,2020-04-18 05-49:58,66.77,123.37,8.91,90,0,15.05
458,Lulea,SE,2020-04-18 05-49:58,65.58,22.15,32.0,87,3,16.11
459,Aloleng,PH,2020-04-18 05-49:59,16.13,119.78,88.92,56,44,5.1
460,Meulaboh,ID,2020-04-18 05-50:00,4.14,96.13,85.57,68,60,3.67
461,Upington,ZA,2020-04-18 05-50:00,-28.45,21.26,60.8,18,21,6.93
462,Oktyabrskoye,RU,2020-04-18 05-50:01,43.06,44.74,53.6,54,100,2.24
463,Palana,RU,2020-04-18 05-50:02,59.12,159.97,24.26,93,90,3.53
464,Troitsko-Pechorsk,RU,2020-04-18 05-50:02,62.71,56.2,41.45,67,75,5.21
465,Thomasville,US,2020-04-18 05-50:02,35.88,-80.08,60.01,70,99,1.99
466,Provideniya,RU,2020-04-18 05-50:03,64.38,-173.3,23.83,96,100,20.76
467,Babusnica,RS,2020-04-18 05-50:03,43.06,22.41,50.0,61,0,3.36
468,Obo,CF,2020-04-18 05-50:04,5.4,26.49,76.32,65,100,8.3
469,De-Kastri,RU,2020-04-18 05-50:04,51.47,140.78,33.03,91,92,12.71
470,Saint Anthony,US,2020-04-18 05-50:05,45.02,-93.22,41.0,48,1,8.05
471,Usvyaty,RU,2020-04-18 05-50:06,55.75,30.75,36.07,77,88,11.72
472,Prieska,ZA,2020-04-18 05-50:07,-29.66,22.75,61.95,21,0,9.6
473,Vigrestad,NO,2020-04-18 05-50:07,58.57,5.7,37.99,80,10,2.24
474,Quelimane,MZ,2020-04-18 05-50:08,-17.88,36.89,79.61,85,1,5.1
475,Tautira,PF,2020-04-18 05-50:08,-17.73,-149.15,82.4,74,97,5.82
476,Marondera,ZW,2020-04-18 05-50:09,-18.19,31.55,62.6,82,20,6.93
477,Ornes,NO,2020-04-18 05-50:10,66.87,13.71,39.2,93,75,12.75
478,Erzin,TR,2020-04-18 05-50:11,36.96,36.2,70.0,82,0,1.12
479,Hohhot,CN,2020-04-18 05-50:11,40.81,111.65,55.4,35,20,8.95
480,Lasa,IT,2020-04-18 05-50:12,46.62,10.7,48.99,86,5,4.7
481,Araquari,BR,2020-04-18 05-50:12,-26.37,-48.72,62.01,82,62,5.88
482,Haimen,CN,2020-04-18 05-50:12,23.19,116.61,86.0,55,75,4.47
483,Dukat,RU,2020-04-18 05-50:13,62.55,155.55,3.87,83,100,8.28
484,Cohoes,US,2020-04-18 05-50:13,42.77,-73.7,34.0,93,100,5.23
485,Solana Beach,US,2020-04-18 05-50:14,32.99,-117.27,60.01,77,90,3.36
486,Teruel,ES,2020-04-18 05-50:14,40.67,-0.67,53.6,100,90,2.24
487,Cap Malheureux,MU,2020-04-18 05-50:15,-19.98,57.61,82.0,78,75,16.11
488,Tavda,RU,2020-04-18 05-50:15,58.04,65.27,47.05,68,92,12.88
489,Colares,PT,2020-04-18 05-50:16,38.8,-9.45,54.0,86,48,5.57
490,Puerto Escondido,MX,2020-04-18 05-50:16,15.85,-97.07,79.92,68,26,4.0
491,Olga,RU,2020-04-18 05-50:17,43.74,135.29,47.89,51,82,5.01
492,Sungaipenuh,ID,2020-04-18 05-50:17,-2.08,101.38,78.13,60,54,1.01
493,Marsh Harbour,BS,2020-04-18 05-50:18,26.54,-77.06,76.42,86,74,12.93
494,Campbell River,CA,2020-04-18 05-48:02,50.02,-125.24,53.6,76,75,4.7
495,Ancud,CL,2020-04-18 05-50:18,-41.87,-73.82,55.4,100,75,8.05
496,Puro,PH,2020-04-18 05-50:20,12.48,123.38,88.0,64,12,10.25
497,Richards Bay,ZA,2020-04-18 05-49:34,-28.78,32.04,70.45,76,0,6.71
498,Brodokalmak,RU,2020-04-18 05-50:21,55.57,62.08,48.2,49,40,20.13
499,Awallan,PH,2020-04-18 05-50:22,17.92,121.91,89.58,55,68,5.59
500,Ferzikovo,RU,2020-04-18 05-50:22,54.52,36.76,33.8,80,90,8.95
501,Marawi,PH,2020-04-18 05-50:23,8.0,124.29,84.52,43,14,5.06
502,Tranas,SE,2020-04-18 05-50:23,58.04,14.98,39.2,59,83,9.17
503,Mayumba,GA,2020-04-18 05-50:24,-3.43,10.66,79.86,85,96,5.03
504,Port-Gentil,GA,2020-04-18 05-50:24,-0.72,8.78,77.0,94,40,3.36
505,Malakal,SS,2020-04-18 05-50:25,9.53,31.66,89.58,9,85,4.5
506,San Pedro,PH,2020-04-18 05-50:25,14.35,121.02,95.0,50,40,8.05
507,Faya,SA,2020-04-18 05-50:26,18.39,42.45,68.0,52,6,12.75
508,Klyuchi,RU,2020-04-18 05-50:26,52.27,79.17,62.74,34,0,8.12
509,Vung Tau,VN,2020-04-18 05-48:49,10.35,107.08,85.17,70,76,11.59
510,Filingue,NE,2020-04-18 05-50:27,14.35,3.32,76.03,15,40,4.0
511,Safaga,EG,2020-04-18 05-50:28,26.73,33.94,68.0,52,98,16.11
512,Aksu,CN,2020-04-18 05-50:28,41.12,80.26,65.62,28,100,6.71
513,Gobabis,NA,2020-04-18 05-50:29,-22.45,18.97,57.2,87,0,23.04
514,Santa Ana Arriba,DO,2020-04-18 05-50:30,19.3,-70.35,77.0,86,53,2.77
515,Emporia,US,2020-04-18 05-50:30,38.4,-96.18,33.8,86,1,8.05
516,Komsomolskiy,UZ,2020-04-18 05-50:31,40.43,71.72,69.8,40,40,4.7
517,Maningrida,AU,2020-04-18 05-50:31,-12.07,134.27,87.49,55,90,7.58
518,Slupsk,PL,2020-04-18 05-50:31,54.46,17.03,40.87,63,40,8.43
519,Kijang,KR,2020-04-18 05-50:32,35.24,129.21,68.0,37,20,9.17
520,Alta Floresta,BR,2020-04-18 05-50:32,-9.88,-56.09,71.35,91,100,1.72
521,Krasnoselkup,RU,2020-04-18 05-50:33,65.7,82.47,38.03,97,100,18.88
522,Yaan,NG,2020-04-18 05-50:34,7.38,8.57,78.51,78,85,8.19
523,Mtimbira,TZ,2020-04-18 05-50:34,-8.78,36.35,75.47,79,88,2.8
524,Sajanan,TN,2020-04-18 05-50:35,37.06,9.24,62.6,100,20,1.12
525,Nizhniy Tsasuchey,RU,2020-04-18 05-50:35,50.52,115.13,55.53,38,100,18.63
526,Banikoara,BJ,2020-04-18 05-50:36,11.3,2.44,81.3,63,27,4.68
527,Sobolevo,RU,2020-04-18 05-50:36,54.43,31.9,36.09,75,13,14.88
528,Leh,IN,2020-04-18 05-50:36,34.17,77.58,41.02,15,96,4.47
529,Bardsir,IR,2020-04-18 05-50:37,29.92,56.57,59.0,67,40,2.21
530,Dong Hoi,VN,2020-04-18 05-50:38,17.48,106.6,90.5,51,98,4.07
531,Ekhabi,RU,2020-04-18 05-50:38,53.51,142.97,29.23,87,94,8.75
532,Kieta,PG,2020-04-18 05-50:39,-6.22,155.63,83.8,70,33,1.21
533,Talnakh,RU,2020-04-18 05-48:02,69.49,88.4,33.8,86,74,29.08
534,Gambela,ET,2020-04-18 05-50:40,8.25,34.58,90.52,30,86,1.23
535,San Luis,AR,2020-04-18 05-50:40,-33.3,-66.34,63.14,37,0,17.96
536,Demidov,RU,2020-04-18 05-50:41,55.27,31.52,35.67,78,65,12.86
537,Ibotirama,BR,2020-04-18 05-50:41,-12.19,-43.22,70.25,81,1,1.54
538,Maniitsoq,GL,2020-04-18 05-50:42,65.42,-52.9,25.34,93,100,13.53
539,Mezen,RU,2020-04-18 05-50:42,65.85,44.24,34.63,91,100,6.53
540,Muisne,EC,2020-04-18 05-50:43,0.6,-80.03,77.9,83,100,1.92
541,Goundam,ML,2020-04-18 05-50:44,16.41,-3.67,82.62,17,58,6.8
542,Ust-Nera,RU,2020-04-18 05-50:44,64.57,143.2,5.85,79,100,9.17
543,Cajati,BR,2020-04-18 05-50:45,-24.74,-48.12,60.48,83,56,2.26
544,Saryg-Sep,RU,2020-04-18 05-50:46,51.5,95.6,48.06,31,34,6.06
545,Miri,MY,2020-04-18 05-50:46,4.41,114.01,89.6,79,75,6.93
546,Saint-Ambroise,CA,2020-04-18 05-50:47,48.55,-71.33,24.01,73,65,2.3
547,Marovoay,MG,2020-04-18 05-50:47,-16.1,46.63,82.4,61,18,5.82
